id,title,description,availability,condition,price,sale_price,link,image_link,additional_image_link,brand,item_group_id,google_product_category,product_type,color,size,gender,age_group,material,pattern,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
284,Groene cardigan kant,Donkergroene gilettrui met verfijnde witte kanten afwerking. Het diepe groen en het kant vormen een elegant contrast — tijdloze klasse.,in stock,new,44.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/groene-cardigan-kant-142?attribute_values=9,https://www.lou-marie.be/web/image/product.product/284/image_1920?unique=b478af6,"https://www.lou-marie.be/web/image/product.image/169/image_1920?unique=a5c5112,https://www.lou-marie.be/web/image/product.image/170/image_1920?unique=a5c5112,https://www.lou-marie.be/web/image/product.image/172/image_1920?unique=a5c5112,https://www.lou-marie.be/web/image/product.image/173/image_1920?unique=a5c5112",Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,groen,one size,female,adult,kant,,Laatste stuk,25 tot 40,Truien en vesten,aanbieding,
260,Groene jurk met split en gouden gesp,"Donkergroene sweatjurk met split en gouden gesp. Zachte, comfortabele stof met een elegante uitstraling — comfort dat er verzorgd uitziet.",in stock,new,54.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/groene-jurk-met-split-en-gouden-gesp-125?attribute_values=2,https://www.lou-marie.be/web/image/product.product/260/image_1920?unique=5db4f67,https://www.lou-marie.be/web/image/product.image/209/image_1920?unique=9990366,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,groen,M,female,adult,,,Laatste stuk,25 tot 40,Jurken,aanbieding,
197,Groene sweatjurk kort,Korte legergroene sweaterjurk in een zachte stof. Je go-to voor dagen waarop je er moeiteloos leuk uit wil zien.,in stock,new,34.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/groene-sweatjurk-kort-95?attribute_values=9,https://www.lou-marie.be/web/image/product.product/197/image_1920?unique=e021660,,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,groen,one size,female,adult,,,,tot 25,Jurken,aanbieding,
306,"Kort jasje met knoopsluiting, wit (S)","Kort wit jasje met knoopsluiting en elastieken boord die mooi aansluit. Het frisse wit geeft een lichte, zomerse uitstraling en laat zich eindeloos combineren, casual op jeans of net iets chiquer.",in stock,new,69.95 EUR,56.00 EUR,https://www.lou-marie.be/nl/shop/kort-jasje-met-knoopsluiting-wit-160?attribute_values=1,https://www.lou-marie.be/web/image/product.product/306/image_1920?unique=b086a39,"https://www.lou-marie.be/web/image/product.image/238/image_1920?unique=643aa5f,https://www.lou-marie.be/web/image/product.image/239/image_1920?unique=643aa5f,https://www.lou-marie.be/web/image/product.image/240/image_1920?unique=643aa5f",Lou-Marie,160,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Jassen en blazers,wit,S,female,adult,,,ads,vanaf 55,Jassen en blazers,aanbieding,
307,"Kort jasje met knoopsluiting, wit (M)","Kort wit jasje met knoopsluiting en elastieken boord die mooi aansluit. Het frisse wit geeft een lichte, zomerse uitstraling en laat zich eindeloos combineren, casual op jeans of net iets chiquer.",in stock,new,69.95 EUR,56.00 EUR,https://www.lou-marie.be/nl/shop/kort-jasje-met-knoopsluiting-wit-160?attribute_values=2,https://www.lou-marie.be/web/image/product.product/307/image_1920?unique=b086a39,"https://www.lou-marie.be/web/image/product.image/238/image_1920?unique=643aa5f,https://www.lou-marie.be/web/image/product.image/239/image_1920?unique=643aa5f,https://www.lou-marie.be/web/image/product.image/240/image_1920?unique=643aa5f",Lou-Marie,160,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Jassen en blazers,wit,M,female,adult,,,ads,vanaf 55,Jassen en blazers,aanbieding,
308,"Kort jasje met knoopsluiting, wit (L)","Kort wit jasje met knoopsluiting en elastieken boord die mooi aansluit. Het frisse wit geeft een lichte, zomerse uitstraling en laat zich eindeloos combineren, casual op jeans of net iets chiquer.",in stock,new,69.95 EUR,56.00 EUR,https://www.lou-marie.be/nl/shop/kort-jasje-met-knoopsluiting-wit-160?attribute_values=3,https://www.lou-marie.be/web/image/product.product/308/image_1920?unique=b086a39,"https://www.lou-marie.be/web/image/product.image/238/image_1920?unique=643aa5f,https://www.lou-marie.be/web/image/product.image/239/image_1920?unique=643aa5f,https://www.lou-marie.be/web/image/product.image/240/image_1920?unique=643aa5f",Lou-Marie,160,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Jassen en blazers,wit,L,female,adult,,,ads,vanaf 55,Jassen en blazers,aanbieding,
321,Korte blousejurk met kleurrijke print (S/M),"Korte blousejurk met korte mouwen en een vrolijke print in roze, groen, wit en blauw. Met het striklint tailleer je de jurk precies naar wens. Luchtig, comfortabel en zomers.",in stock,new,39.95 EUR,32.00 EUR,https://www.lou-marie.be/nl/shop/korte-blousejurk-met-kleurrijke-print-170?attribute_values=15,https://www.lou-marie.be/web/image/product.product/321/image_1920?unique=1781861,,Lou-Marie,170,Apparel & Accessories > Clothing > Dresses,Jurken,roze,S/M,female,adult,,,ads,25 tot 40,Jurken,aanbieding,
322,Korte blousejurk met kleurrijke print (M/L),"Korte blousejurk met korte mouwen en een vrolijke print in roze, groen, wit en blauw. Met het striklint tailleer je de jurk precies naar wens. Luchtig, comfortabel en zomers.",in stock,new,39.95 EUR,32.00 EUR,https://www.lou-marie.be/nl/shop/korte-blousejurk-met-kleurrijke-print-170?attribute_values=16,https://www.lou-marie.be/web/image/product.product/322/image_1920?unique=1781861,,Lou-Marie,170,Apparel & Accessories > Clothing > Dresses,Jurken,roze,M/L,female,adult,,,ads,25 tot 40,Jurken,aanbieding,
325,"Korte jurk met ceintuur, zwart","Korte zwarte jurk met ronde hals, korte vallende mouwen en een bijpassende bindceintuur. De licht gestructureerde stof valt soepel — draag 'm getailleerd of losjes, tot net op de knie.",in stock,new,34.95 EUR,28.00 EUR,https://www.lou-marie.be/nl/shop/korte-jurk-met-ceintuur-zwart-172?attribute_values=9,https://www.lou-marie.be/web/image/product.product/325/image_1920?unique=8cf0954,"https://www.lou-marie.be/web/image/product.image/261/image_1920?unique=e9bdd31,https://www.lou-marie.be/web/image/product.image/262/image_1920?unique=e9bdd31",Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,zwart,one size,female,adult,,,ads,25 tot 40,Jurken,aanbieding,
329,Korte zomerjurk blauw,"Effen blauwe korte zomerjurk, minimalistisch en allesbehalve saai. Moeiteloze elegantie die je overal mee naartoe neemt.",in stock,new,34.95 EUR,28.00 EUR,https://www.lou-marie.be/nl/shop/korte-zomerjurk-blauw-176?attribute_values=9,https://www.lou-marie.be/web/image/product.product/329/image_1920?unique=4c35bbc,https://www.lou-marie.be/web/image/product.image/264/image_1920?unique=ad377f8,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,blauw,one size,female,adult,,,Lente/zomer 26,25 tot 40,Jurken,aanbieding,
327,Korte zomerjurk groen,"Effen groene korte zomerjurk, minimalistisch en allesbehalve saai. Moeiteloze elegantie die je overal mee naartoe neemt.",in stock,new,34.95 EUR,28.00 EUR,https://www.lou-marie.be/nl/shop/korte-zomerjurk-groen-174?attribute_values=9,https://www.lou-marie.be/web/image/product.product/327/image_1920?unique=c99623d,https://www.lou-marie.be/web/image/product.image/263/image_1920?unique=42f20e5,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,groen,one size,female,adult,,,Lente/zomer 26,25 tot 40,Jurken,aanbieding,
350,"Korte zomerjurk met palmprint, groen (L)","Korte zomerjurk met frisse groene palmprint en een flatterende V-hals met goudkleurig biesje. Het witte strikkoord accentueert je taille op een subtiele, vrouwelijke manier.",in stock,new,44.95 EUR,36.00 EUR,https://www.lou-marie.be/nl/shop/korte-zomerjurk-met-palmprint-groen-181?attribute_values=3,https://www.lou-marie.be/web/image/product.product/350/image_1920?unique=00a1ae0,"https://www.lou-marie.be/web/image/product.image/254/image_1920?unique=22a6959,https://www.lou-marie.be/web/image/product.image/255/image_1920?unique=0368c89,https://www.lou-marie.be/web/image/product.image/257/image_1920?unique=8461fcf,https://www.lou-marie.be/web/image/product.image/258/image_1920?unique=fff6ae3",Lou-Marie,181,Apparel & Accessories > Clothing > Dresses,Jurken,groen,L,female,adult,,palmprint,ads,25 tot 40,Jurken,aanbieding,
351,"Korte zomerjurk met palmprint, groen (XL)","Korte zomerjurk met frisse groene palmprint en een flatterende V-hals met goudkleurig biesje. Het witte strikkoord accentueert je taille op een subtiele, vrouwelijke manier.",in stock,new,44.95 EUR,36.00 EUR,https://www.lou-marie.be/nl/shop/korte-zomerjurk-met-palmprint-groen-181?attribute_values=7,https://www.lou-marie.be/web/image/product.product/351/image_1920?unique=00a1ae0,"https://www.lou-marie.be/web/image/product.image/254/image_1920?unique=22a6959,https://www.lou-marie.be/web/image/product.image/255/image_1920?unique=0368c89,https://www.lou-marie.be/web/image/product.image/257/image_1920?unique=8461fcf,https://www.lou-marie.be/web/image/product.image/258/image_1920?unique=fff6ae3",Lou-Marie,181,Apparel & Accessories > Clothing > Dresses,Jurken,groen,XL,female,adult,,palmprint,ads,25 tot 40,Jurken,aanbieding,
352,"Korte zomerjurk met palmprint, groen (XXL)","Korte zomerjurk met frisse groene palmprint en een flatterende V-hals met goudkleurig biesje. Het witte strikkoord accentueert je taille op een subtiele, vrouwelijke manier.",in stock,new,44.95 EUR,36.00 EUR,https://www.lou-marie.be/nl/shop/korte-zomerjurk-met-palmprint-groen-181?attribute_values=8,https://www.lou-marie.be/web/image/product.product/352/image_1920?unique=00a1ae0,"https://www.lou-marie.be/web/image/product.image/254/image_1920?unique=22a6959,https://www.lou-marie.be/web/image/product.image/255/image_1920?unique=0368c89,https://www.lou-marie.be/web/image/product.image/257/image_1920?unique=8461fcf,https://www.lou-marie.be/web/image/product.image/258/image_1920?unique=fff6ae3",Lou-Marie,181,Apparel & Accessories > Clothing > Dresses,Jurken,groen,XXL,female,adult,,palmprint,ads,25 tot 40,Jurken,aanbieding,
328,Korte zomerjurk rood,"Effen rode korte zomerjurk, minimalistisch en allesbehalve saai. Moeiteloze elegantie die je overal mee naartoe neemt.",in stock,new,34.95 EUR,28.00 EUR,https://www.lou-marie.be/nl/shop/korte-zomerjurk-rood-175?attribute_values=9,https://www.lou-marie.be/web/image/product.product/328/image_1920?unique=69c0ba2,"https://www.lou-marie.be/web/image/product.image/268/image_1920?unique=41f142c,https://www.lou-marie.be/web/image/product.image/269/image_1920?unique=41f142c",Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,rood,one size,female,adult,,,Lente/zomer 26,25 tot 40,Jurken,aanbieding,
326,Korte zomerjurk turkoois,"Effen turkooizen korte zomerjurk, minimalistisch en allesbehalve saai. Moeiteloze elegantie die je overal mee naartoe neemt.",in stock,new,34.95 EUR,28.00 EUR,https://www.lou-marie.be/nl/shop/korte-zomerjurk-turkoois-173?attribute_values=9,https://www.lou-marie.be/web/image/product.product/326/image_1920?unique=b87c81e,"https://www.lou-marie.be/web/image/product.image/266/image_1920?unique=7d791f2,https://www.lou-marie.be/web/image/product.image/267/image_1920?unique=da29ec6",Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,turquoise,one size,female,adult,,,Lente/zomer 26,25 tot 40,Jurken,aanbieding,
62,Lange donkerblauwe jurk met split (S),"Lange donkerblauwe jurk met split. Stijlvol voor een werkdag, een diner of een avondje uit — en met de juiste accessoires meteen feestelijk.",in stock,new,49.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/lange-donkerblauwe-jurk-met-split-12?attribute_values=1,https://www.lou-marie.be/web/image/product.product/62/image_1920?unique=10e6776,"https://www.lou-marie.be/web/image/product.image/210/image_1920?unique=86f6843,https://www.lou-marie.be/web/image/product.image/211/image_1920?unique=86f6843",Lou-Marie,12,Apparel & Accessories > Clothing > Dresses,Jurken,donkerblauw,S,female,adult,,,,tot 25,Jurken,aanbieding,
63,Lange donkerblauwe jurk met split (M),"Lange donkerblauwe jurk met split. Stijlvol voor een werkdag, een diner of een avondje uit — en met de juiste accessoires meteen feestelijk.",in stock,new,49.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/lange-donkerblauwe-jurk-met-split-12?attribute_values=2,https://www.lou-marie.be/web/image/product.product/63/image_1920?unique=10e6776,"https://www.lou-marie.be/web/image/product.image/210/image_1920?unique=86f6843,https://www.lou-marie.be/web/image/product.image/211/image_1920?unique=86f6843",Lou-Marie,12,Apparel & Accessories > Clothing > Dresses,Jurken,donkerblauw,M,female,adult,,,,tot 25,Jurken,aanbieding,
64,Lange donkerblauwe jurk met split (L),"Lange donkerblauwe jurk met split. Stijlvol voor een werkdag, een diner of een avondje uit — en met de juiste accessoires meteen feestelijk.",in stock,new,49.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/lange-donkerblauwe-jurk-met-split-12?attribute_values=3,https://www.lou-marie.be/web/image/product.product/64/image_1920?unique=10e6776,"https://www.lou-marie.be/web/image/product.image/210/image_1920?unique=86f6843,https://www.lou-marie.be/web/image/product.image/211/image_1920?unique=86f6843",Lou-Marie,12,Apparel & Accessories > Clothing > Dresses,Jurken,donkerblauw,L,female,adult,,,,tot 25,Jurken,aanbieding,
331,"Lange jurk met V-hals en kimonomouwen, beige","Lange beige jurk met V-hals en korte kimonomouwen, ruimvallend en soepel vallend. De split aan de zijkant zorgt voor mooie beweging. Moeiteloos elegant, van terras tot etentje.",in stock,new,49.95 EUR,44.00 EUR,https://www.lou-marie.be/nl/shop/lange-jurk-met-v-hals-en-kimonomouwen-beige-178?attribute_values=9,https://www.lou-marie.be/web/image/product.product/331/image_1920?unique=c675423,,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,beige,one size,female,adult,,,ads,40 tot 55,Jurken,aanbieding,
332,"Lange jurk met V-hals en kimonomouwen, donkerblauw","Lange donkerblauwe jurk met V-hals en korte kimonomouwen. Ruimvallend, soepel vallend en met een split aan de zijkant — elegant en flatterend voor dag en avond.",in stock,new,49.95 EUR,,https://www.lou-marie.be/nl/shop/lange-jurk-met-v-hals-en-kimonomouwen-donkerblauw-179?attribute_values=9,https://www.lou-marie.be/web/image/product.product/332/image_1920?unique=d04d086,,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,donkerblauw,one size,female,adult,,,ads,40 tot 55,Jurken,,nieuw
333,"Lange jurk met V-hals en kimonomouwen, wit","Lange witte jurk met V-hals en korte kimonomouwen. Luchtig en ruimvallend, met een split aan de zijkant. Dé zomerklassieker voor warme dagen, vakantie of een zomers feest.",in stock,new,49.95 EUR,44.00 EUR,https://www.lou-marie.be/nl/shop/lange-jurk-met-v-hals-en-kimonomouwen-wit-180?attribute_values=9,https://www.lou-marie.be/web/image/product.product/333/image_1920?unique=52bdfe9,,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,wit,one size,female,adult,,,ads,40 tot 55,Jurken,aanbieding,
330,"Lange jurk met V-hals en kimonomouwen, zwart","Lange zwarte jurk met V-hals en korte kimonomouwen, ruimvallend en soepel vallend met een split aan de zijkant. Tijdloos zwart dat moeiteloos van dag naar avond gaat.",in stock,new,49.95 EUR,,https://www.lou-marie.be/nl/shop/lange-jurk-met-v-hals-en-kimonomouwen-zwart-177?attribute_values=9,https://www.lou-marie.be/web/image/product.product/330/image_1920?unique=d9e24cd,,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,zwart,one size,female,adult,,,ads,40 tot 55,Jurken,,nieuw
214,Lichtblauwe top met rufflemouwen,"Lichtblauwe top met rufflemouwen in een zachte, luchtige stof. Heerlijk op de huid en een must-have voor je zomergarderobe.",in stock,new,34.50 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/lichtblauwe-top-met-rufflemouwen-111?attribute_values=9,https://www.lou-marie.be/web/image/product.product/214/image_1920?unique=eb1a32b,,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,lichtblauw,one size,female,adult,,,,25 tot 40,Blouses en tops,aanbieding,
243,Losse broek met bladprint (S),"Losse lange broek met bladprint in warme tinten. Het elegante patroon geeft kleur aan je garderobe, de losse pasvorm draagt heerlijk.",in stock,new,39.95 EUR,20.00 EUR,https://www.lou-marie.be/nl/shop/losse-broek-met-bladprint-122?attribute_values=1,https://www.lou-marie.be/web/image/product.product/243/image_1920?unique=4b6cea5,https://www.lou-marie.be/web/image/product.image/142/image_1920?unique=eaae364,Lou-Marie,122,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",,S,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
244,Losse broek met bladprint (M),"Losse lange broek met bladprint in warme tinten. Het elegante patroon geeft kleur aan je garderobe, de losse pasvorm draagt heerlijk.",in stock,new,39.95 EUR,20.00 EUR,https://www.lou-marie.be/nl/shop/losse-broek-met-bladprint-122?attribute_values=2,https://www.lou-marie.be/web/image/product.product/244/image_1920?unique=4b6cea5,https://www.lou-marie.be/web/image/product.image/142/image_1920?unique=eaae364,Lou-Marie,122,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",,M,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
245,Losse broek met bladprint (L),"Losse lange broek met bladprint in warme tinten. Het elegante patroon geeft kleur aan je garderobe, de losse pasvorm draagt heerlijk.",in stock,new,39.95 EUR,20.00 EUR,https://www.lou-marie.be/nl/shop/losse-broek-met-bladprint-122?attribute_values=3,https://www.lou-marie.be/web/image/product.product/245/image_1920?unique=4b6cea5,https://www.lou-marie.be/web/image/product.image/142/image_1920?unique=eaae364,Lou-Marie,122,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",,L,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
231,"Lurex top met lange mouwen, donkerbruin (S/M)","Donkerbruine lurex stretchtop met lange mouwen en subtiel glinsterende randjes langs hals en mouwen. Elegant zonder te overdrijven — mooi los op een jeans of rok, of onder een blazer of vest.",in stock,new,34.95 EUR,,https://www.lou-marie.be/nl/shop/lurex-top-met-lange-mouwen-donkerbruin-118?attribute_values=15,https://www.lou-marie.be/web/image/product.product/231/image_1920?unique=36075db,"https://www.lou-marie.be/web/image/product.image/123/image_1920?unique=dae3908,https://www.lou-marie.be/web/image/product.image/124/image_1920?unique=dae3908",Lou-Marie,118,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,donkerbruin,S/M,female,adult,lurex,,ads,25 tot 40,Blouses en tops,,nieuw
232,"Lurex top met lange mouwen, donkerbruin (M/L)","Donkerbruine lurex stretchtop met lange mouwen en subtiel glinsterende randjes langs hals en mouwen. Elegant zonder te overdrijven — mooi los op een jeans of rok, of onder een blazer of vest.",in stock,new,34.95 EUR,,https://www.lou-marie.be/nl/shop/lurex-top-met-lange-mouwen-donkerbruin-118?attribute_values=16,https://www.lou-marie.be/web/image/product.product/232/image_1920?unique=36075db,"https://www.lou-marie.be/web/image/product.image/123/image_1920?unique=dae3908,https://www.lou-marie.be/web/image/product.image/124/image_1920?unique=dae3908",Lou-Marie,118,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,donkerbruin,M/L,female,adult,lurex,,ads,25 tot 40,Blouses en tops,,nieuw
301,Mantel camel gouden knopen,Halflange damesmantel in camel met gouden knopen. De sjieke camelkleur maakt er dé tussenjas van voor voorjaar en najaar.,in stock,new,49.95 EUR,40.00 EUR,https://www.lou-marie.be/nl/shop/mantel-camel-gouden-knopen-156?attribute_values=9,https://www.lou-marie.be/web/image/product.product/301/image_1920?unique=cdd9371,https://www.lou-marie.be/web/image/product.image/225/image_1920?unique=be18fd9,Lou-Marie,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Jassen en blazers,camel,one size,female,adult,,,Laatste stuk,40 tot 55,Jassen en blazers,aanbieding,
228,"Mouwloze lurex top met glitter, terracotta (S/M)","Mouwloze lurex stretchtop in een warme terracotta tint met een subtiel glinsterend randje. Een vleugje glamour zonder te overdrijven — solo of onder een blazer, jasje of vest.",in stock,new,29.95 EUR,,https://www.lou-marie.be/nl/shop/mouwloze-lurex-top-met-glitter-terracotta-117?attribute_values=15,https://www.lou-marie.be/web/image/product.product/228/image_1920?unique=3c30495,"https://www.lou-marie.be/web/image/product.image/121/image_1920?unique=75dd6f3,https://www.lou-marie.be/web/image/product.image/122/image_1920?unique=75dd6f3",Lou-Marie,117,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,terracotta,S/M,female,adult,lurex,,ads,25 tot 40,Blouses en tops,,nieuw
229,"Mouwloze lurex top met glitter, terracotta (M/L)","Mouwloze lurex stretchtop in een warme terracotta tint met een subtiel glinsterend randje. Een vleugje glamour zonder te overdrijven — solo of onder een blazer, jasje of vest.",in stock,new,29.95 EUR,,https://www.lou-marie.be/nl/shop/mouwloze-lurex-top-met-glitter-terracotta-117?attribute_values=16,https://www.lou-marie.be/web/image/product.product/229/image_1920?unique=3c30495,"https://www.lou-marie.be/web/image/product.image/121/image_1920?unique=75dd6f3,https://www.lou-marie.be/web/image/product.image/122/image_1920?unique=75dd6f3",Lou-Marie,117,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,terracotta,M/L,female,adult,lurex,,ads,25 tot 40,Blouses en tops,,nieuw
343,"Mouwloze maxijurk met knoopsluiting en riem, zwart",Mouwloze lange zwarte jurk met doorlopende knoopsluiting en natuurkleurige knopen. De gevlochten riem met ronde gesp legt de taille precies waar jij wil. Luchtig en zomers.,in stock,new,49.95 EUR,40.00 EUR,https://www.lou-marie.be/nl/shop/mouwloze-maxijurk-met-knoopsluiting-en-riem-zwart-182?attribute_values=7,https://www.lou-marie.be/web/image/product.product/343/image_1920?unique=e17eb04,"https://www.lou-marie.be/web/image/product.image/270/image_1920?unique=3918eed,https://www.lou-marie.be/web/image/product.image/271/image_1920?unique=3918eed",Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,zwart,XL,female,adult,,,ads,40 tot 55,Jurken,aanbieding,
346,"Mouwloze maxijurk met knoopsluiting, beige (L)",Lange mouwloze maxijurk in beige met knoopsluiting aan de voorkant en een subtiele split vooraan. De luchtige stof valt soepel — verfijnd voor zonnige dagen en zwoele avonden.,in stock,new,49.95 EUR,40.00 EUR,https://www.lou-marie.be/nl/shop/mouwloze-maxijurk-met-knoopsluiting-beige-183?attribute_values=3,https://www.lou-marie.be/web/image/product.product/346/image_1920?unique=f363a32,"https://www.lou-marie.be/web/image/product.image/272/image_1920?unique=171a886,https://www.lou-marie.be/web/image/product.image/273/image_1920?unique=171a886",Lou-Marie,183,Apparel & Accessories > Clothing > Dresses,Jurken,beige,L,female,adult,,,ads,40 tot 55,Jurken,aanbieding,
347,"Mouwloze maxijurk met knoopsluiting, beige (XL)",Lange mouwloze maxijurk in beige met knoopsluiting aan de voorkant en een subtiele split vooraan. De luchtige stof valt soepel — verfijnd voor zonnige dagen en zwoele avonden.,in stock,new,49.95 EUR,40.00 EUR,https://www.lou-marie.be/nl/shop/mouwloze-maxijurk-met-knoopsluiting-beige-183?attribute_values=7,https://www.lou-marie.be/web/image/product.product/347/image_1920?unique=f363a32,"https://www.lou-marie.be/web/image/product.image/272/image_1920?unique=171a886,https://www.lou-marie.be/web/image/product.image/273/image_1920?unique=171a886",Lou-Marie,183,Apparel & Accessories > Clothing > Dresses,Jurken,beige,XL,female,adult,,,ads,40 tot 55,Jurken,aanbieding,
159,Paars vest met wit kant,"Romantisch paars oversized gilet, afgewerkt met verfijnde kanten biesjes. Zacht gebreid en makkelijk over een effen top te dragen.",in stock,new,49.50 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/paars-vest-met-wit-kant-69?attribute_values=9,https://www.lou-marie.be/web/image/product.product/159/image_1920?unique=eec5c89,https://www.lou-marie.be/web/image/product.image/133/image_1920?unique=5ffc757,Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,paars,one size,female,adult,kant,,Laatste stuk,25 tot 40,Truien en vesten,aanbieding,
171,Paarse pantalon met gouden knopen (S),Paarse pantalon met gouden knopen in een zachte stof met elastische pasvorm. Licht en comfortabel voor dagelijks dragen.,in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/paarse-pantalon-met-gouden-knopen-73?attribute_values=1,https://www.lou-marie.be/web/image/product.product/171/image_1920?unique=40b1d93,"https://www.lou-marie.be/web/image/product.image/85/image_1920?unique=ea6f585,https://www.lou-marie.be/web/image/product.image/89/image_1920?unique=ea6f585",Lou-Marie,73,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",paars,S,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
172,Paarse pantalon met gouden knopen (M),Paarse pantalon met gouden knopen in een zachte stof met elastische pasvorm. Licht en comfortabel voor dagelijks dragen.,in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/paarse-pantalon-met-gouden-knopen-73?attribute_values=2,https://www.lou-marie.be/web/image/product.product/172/image_1920?unique=40b1d93,"https://www.lou-marie.be/web/image/product.image/85/image_1920?unique=ea6f585,https://www.lou-marie.be/web/image/product.image/89/image_1920?unique=ea6f585",Lou-Marie,73,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",paars,M,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
173,Paarse pantalon met gouden knopen (L),Paarse pantalon met gouden knopen in een zachte stof met elastische pasvorm. Licht en comfortabel voor dagelijks dragen.,in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/paarse-pantalon-met-gouden-knopen-73?attribute_values=3,https://www.lou-marie.be/web/image/product.product/173/image_1920?unique=40b1d93,"https://www.lou-marie.be/web/image/product.image/85/image_1920?unique=ea6f585,https://www.lou-marie.be/web/image/product.image/89/image_1920?unique=ea6f585",Lou-Marie,73,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",paars,L,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
207,Paarse zomerjurk tetra,"Korte paarse zomerjurk in zachte, ademende tetrastof. Effen, elegant en heerlijk comfortabel op de warmere dagen.",in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/paarse-zomerjurk-tetra-105?attribute_values=9,https://www.lou-marie.be/web/image/product.product/207/image_1920?unique=ef64385,https://www.lou-marie.be/web/image/product.image/119/image_1920?unique=50c0299,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,paars,one size,female,adult,,,,tot 25,Jurken,aanbieding,
56,Rood jasje suèdelook,"Roestkleurige bikerjack in suèdelook. Tijdloos model met een moderne uitstraling — stoer over een top, chic op een pantalon.",in stock,new,49.50 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/rood-jasje-suedelook-4?attribute_values=2,https://www.lou-marie.be/web/image/product.product/56/image_1920?unique=6fcdfc6,,Lou-Marie,,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,Jassen en blazers,rood,M,female,adult,,,Laatste stuk,tot 25,Jassen en blazers,aanbieding,
266,Roze blouse met kant (S),Fuchsia blouse met een verfijnde kanten halslijn. Een klassieker met een moderne twist — vrouwelijk en romantisch.,in stock,new,32.50 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/roze-blouse-met-kant-129?attribute_values=1,https://www.lou-marie.be/web/image/product.product/266/image_1920?unique=ba5b7a2,https://www.lou-marie.be/web/image/product.image/137/image_1920?unique=c27dc59,Lou-Marie,129,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,roze,S,female,adult,kant,,,tot 25,Blouses en tops,aanbieding,
